set_num,name,year,theme_id,num_parts,img_url
70736-1,Attack of the Morro Dragon,2015,435,658,https://cdn.rebrickable.com/media/sets/70736-1.jpg
71818-1,Tournament Battle Arena,2024,435,659,https://cdn.rebrickable.com/media/sets/71818-1.jpg
70590-1,Airjitzu Battle Grounds,2016,435,666,https://cdn.rebrickable.com/media/sets/70590-1.jpg
71832-1,Thunderfang Dragon of Chaos,2025,435,668,https://cdn.rebrickable.com/media/sets/71832-1.jpg
9446-1,Destiny's Bounty,2012,435,685,https://cdn.rebrickable.com/media/sets/9446-1.jpg
70725-1,Nindroid MechDragon,2014,435,691,https://cdn.rebrickable.com/media/sets/70725-1.jpg
70626-1,Dawn of Iron Doom,2017,435,704,https://cdn.rebrickable.com/media/sets/70626-1.jpg
71819-2,Dragon Stone Shrine Influencer Box,2024,435,708,https://cdn.rebrickable.com/media/sets/71819-2.jpg
71771-1,The Crystal King Temple,2022,435,710,https://cdn.rebrickable.com/media/sets/71771-1.jpg
71772-1,The Crystal King,2022,435,722,https://cdn.rebrickable.com/media/sets/71772-1.jpg
71739-1,Ultra Sonic Raider,2021,435,726,https://cdn.rebrickable.com/media/sets/71739-1.jpg
71754-1,Water Dragon,2021,435,737,https://cdn.rebrickable.com/media/sets/71754-1.jpg
71766-1,Lloyd's Legendary Dragon,2022,435,747,https://cdn.rebrickable.com/media/sets/71766-1.jpg
70605-1,Misfortune's Keep,2016,435,754,https://cdn.rebrickable.com/media/sets/70605-1.jpg
70737-1,Titan Mech Battle,2015,435,755,https://cdn.rebrickable.com/media/sets/70737-1.jpg
70750-1,Ninja DB X,2015,435,756,https://cdn.rebrickable.com/media/sets/70750-1.jpg
71794-1,Lloyd and Arin's Ninja Team Mechs,2023,435,764,https://cdn.rebrickable.com/media/sets/71794-1.jpg
70643-1,Temple of Resurrection,2018,435,765,https://cdn.rebrickable.com/media/sets/70643-1.jpg
70594-1,The Lighthouse Siege,2016,435,775,https://cdn.rebrickable.com/media/sets/70594-1.jpg
71748-1,Catamaran Sea Battle,2021,435,780,https://cdn.rebrickable.com/media/sets/71748-1.jpg
71785-1,Jay's Titan Mech,2023,435,798,https://cdn.rebrickable.com/media/sets/71785-1.jpg
71712-1,Empire Temple of Madness,2020,435,820,https://cdn.rebrickable.com/media/sets/71712-1.jpg
71738-1,Zane's Titan Mech Battle,2021,435,840,https://cdn.rebrickable.com/media/sets/71738-1.jpg
71836-1,Arc Dragon of Focus,2025,435,869,https://cdn.rebrickable.com/media/sets/71836-1.jpg
70676-1,Lloyd's Titan Mech,2019,435,878,https://cdn.rebrickable.com/media/sets/70676-1.jpg
70653-1,Firstbourne,2018,435,892,https://cdn.rebrickable.com/media/sets/70653-1.jpg
9450-1,Epic Dragon Battle,2012,435,915,https://cdn.rebrickable.com/media/sets/9450-1.jpg
70679-1,The Ultra Dragon,2019,435,952,https://cdn.rebrickable.com/media/sets/70679-1.jpg
71720-1,Fire Stone Mech,2020,435,977,https://cdn.rebrickable.com/media/sets/71720-1.jpg
71786-1,Zane's Ice Dragon Creature,2023,435,984,https://cdn.rebrickable.com/media/sets/71786-1.jpg
71846-1,The Fire Knight Mech,2025,435,996,https://cdn.rebrickable.com/media/sets/71846-1.jpg
71774-1,Lloyd's Golden Ultra Dragon,2022,435,1002,https://cdn.rebrickable.com/media/sets/71774-1.jpg
71775-1,Nya's Samurai X MECH,2022,435,1014,https://cdn.rebrickable.com/media/sets/71775-1.jpg
71721-1,Skull Sorcerer's Dragon,2020,435,1016,https://cdn.rebrickable.com/media/sets/71721-1.jpg
71795-1,Temple of the Dragon Energy Cores,2023,435,1030,https://cdn.rebrickable.com/media/sets/71795-1.jpg
71796-1,Elemental Dragon vs. The Empress Mech,2023,435,1039,https://cdn.rebrickable.com/media/sets/71796-1.jpg
71821-1,Coleâ€™s Titan Dragon Mech,2024,435,1055,https://cdn.rebrickable.com/media/sets/71821-1.jpg
71755-1,Temple of the Endless Sea,2021,435,1060,https://cdn.rebrickable.com/media/sets/71755-1.jpg
70732-1,City of Stiix,2015,435,1070,https://cdn.rebrickable.com/media/sets/70732-1.jpg
70670-1,Monastery of Spinjitzu,2019,435,1080,https://cdn.rebrickable.com/media/sets/70670-1.jpg
70595-1,Ultra Stealth Raider,2016,435,1094,https://cdn.rebrickable.com/media/sets/70595-1.jpg
71765-1,Ninja Ultra Combo Mech,2022,435,1105,https://cdn.rebrickable.com/media/sets/71765-1.jpg
71845-1,Lloydâ€™s Jet Mech,2025,435,1112,https://cdn.rebrickable.com/media/sets/71845-1.jpg
70627-1,Dragon's Forge,2017,435,1137,https://cdn.rebrickable.com/media/sets/70627-1.jpg
71756-1,Hydro Bounty,2021,435,1159,https://cdn.rebrickable.com/media/sets/71756-1.jpg
2507-1,Fire Temple,2011,435,1174,https://cdn.rebrickable.com/media/sets/2507-1.jpg
71722-1,Skull Sorcerer's Dungeons,2020,435,1180,https://cdn.rebrickable.com/media/sets/71722-1.jpg
71834-1,Zane's Ultra Combiner Mech,2025,435,1187,https://cdn.rebrickable.com/media/sets/71834-1.jpg
70654-1,Dieselnaut,2018,435,1188,https://cdn.rebrickable.com/media/sets/70654-1.jpg
70677-1,Land Bounty,2019,435,1189,https://cdn.rebrickable.com/media/sets/70677-1.jpg
71813-1,Wolf Mask Shadow Dojo,2024,435,1190,https://cdn.rebrickable.com/media/sets/71813-1.jpg
71819-1,Dragon Stone Shrine,2024,435,1212,https://cdn.rebrickable.com/media/sets/71819-1.jpg
70678-1,Castle of the Forsaken Emperor,2019,435,1223,https://cdn.rebrickable.com/media/sets/70678-1.jpg
70728-1,Battle for Ninjago City,2014,435,1224,https://cdn.rebrickable.com/media/sets/70728-1.jpg
70596-1,Samurai X Cave Chaos,2016,435,1255,https://cdn.rebrickable.com/media/sets/70596-1.jpg
70738-1,Final Flight of Destiny's Bounty,2015,435,1264,https://cdn.rebrickable.com/media/sets/70738-1.jpg
71767-1,Ninja Dojo Temple,2022,435,1396,https://cdn.rebrickable.com/media/sets/71767-1.jpg
71847-1,The Guardian Dragon,2025,435,1650,https://cdn.rebrickable.com/media/sets/71847-1.jpg
70655-1,Dragon Pit,2018,435,1669,https://cdn.rebrickable.com/media/sets/70655-1.jpg
71822-1,Source Dragon of Motion,2024,435,1716,https://cdn.rebrickable.com/media/sets/71822-1.jpg
71797-1,Destinyâ€™s Bounty - Race Against Time,2023,435,1741,https://cdn.rebrickable.com/media/sets/71797-1.jpg
71705-1,Destiny's Bounty,2020,435,1783,https://cdn.rebrickable.com/media/sets/71705-1.jpg
70751-1,Temple of Airjitzu,2015,435,2033,https://cdn.rebrickable.com/media/sets/70751-1.jpg
71848-1,The Temple Bounty,2025,435,2388,https://cdn.rebrickable.com/media/sets/71848-1.jpg
71837-1,NINJAGO City Workshops,2025,435,3247,https://cdn.rebrickable.com/media/sets/71837-1.jpg
71814-1,Tournament Temple City,2024,435,3490,https://cdn.rebrickable.com/media/sets/71814-1.jpg
71741-1,NINJAGO City Gardens,2021,435,5710,https://cdn.rebrickable.com/media/sets/71741-1.jpg
71799-1,NINJAGO City Markets,2023,435,6163,https://cdn.rebrickable.com/media/sets/71799-1.jpg
